Co2 排放量,人口总数集,GDP,记录数,互联网使用率,人口 0-14,人口 15-64,人口 65+,人口总数,人均医疗费用,入境旅游,出境旅游,出生率,办税小时数,区域,医疗费用 % Gdp,国家/地区,城市人口,女性预期寿命,年份,开业天数,手机使用率,新生儿死亡率,男性预期寿命,经商便利度,能源使用,营业税税率,贷款利率
29901,.999,,1,.14,.177,.701,.121,,651,,,.01,,美洲,.12,古巴,.765,81,2009/12/1,,.06,.005,77,,12346,,
,1,,1,,.2,.67,.13,,,,,.013,,美洲,,库拉索,.9,80,2009/12/1,,1.4,,72,,,,
128,,,1,.42,,,,,342,,,,117,美洲,.05,多米尼克,.678,,2009/12/1,13,1.39,.011,,,,.37,.1
20323,.999,,1,.28,.315,.625,.059,,256,,,.022,324,美洲,.05,多米尼加共和国,.725,76,2009/12/1,13,.87,.026,70,,6941,.384,.181
30473,1.001,,1,.25,.313,.627,.061,,302,,,.022,600,美洲,.07,厄瓜多尔,.625,78,2009/12/1,64,.9,.022,73,,12678,.349,
6476,1,,1,.12,.328,.604,.068,,228,,,.021,320,美洲,.07,萨尔瓦多,.638,76,2009/12/1,17,1.22,.016,67,,4214,.348,
557,,,1,.63,,,,,,,,.016,,美洲,,格陵兰,.841,73,2009/12/1,,.95,,68,,,,
253,1,,1,.24,.279,.648,.073,,462,,,.019,140,美洲,.06,格林纳达,.357,75,2009/12/1,20,1.1,.012,70,,,.453,.11
11844,1,,1,.09,.419,.537,.044,,190,,,.033,344,美洲,.07,危地马拉,.489,74,2009/12/1,37,1.24,.029,67,,9318,.409,.138
1555,1,,1,.24,.376,.591,.033,,165,,,.022,288,美洲,.06,圭亚那,.282,68,2009/12/1,30,.63,.033,63,,,.388,.145
2263,.999,,1,.08,.365,.59,.044,,43,,,.027,184,美洲,.07,海地,.505,63,2009/12/1,195,.37,.06,60,,2732,.404,.173
7866,1.001,,1,.1,.374,.584,.043,,173,,,.027,224,美洲,.09,洪都拉斯,.511,75,2009/12/1,14,1.12,.022,70,,4453,.441,.194
8592,1,,1,.24,.296,.626,.078,,229,,,.016,414,美洲,.05,牙买加,.536,75,2009/12/1,8,1.08,.016,70,,3022,.499,.164
446237,.999,,1,.26,.305,.636,.058,,526,,,.02,517,美洲,.06,墨西哥,.775,79,2009/12/1,11,.72,.015,74,,175752,.51,.071
4496,1,,1,.07,.351,.604,.045,,109,,,.024,240,美洲,.08,尼加拉瓜,.57,77,2009/12/1,39,.58,.023,70,,2903,.632,.14
8636,1,,1,.39,.296,.638,.066,,541,,,.021,482,美洲,.08,巴拿马,.648,80,2009/12/1,12,1.68,.017,74,,3367,.438,.082
4518,1.001,,1,.19,.34,.61,.051,,187,,,.025,328,美洲,.08,巴拉圭,.583,74,2009/12/1,35,.89,.021,70,,4476,.35,.283
47356,1,,1,.31,.304,.637,.059,,234,,,.021,380,美洲,.05,秘鲁,.766,76,2009/12/1,41,.85,.016,71,,17200,.372,.21
,1,,1,.42,.208,.664,.128,,,,,.012,218,美洲,,波多黎各,.939,82,2009/12/1,7,.73,,74,,,.606,
,,,1,,,,,,,,,,,美洲,,圣马丁（荷属）,1,78,2009/12/1,,,,73,,,,
260,,,1,.69,,,,,686,,,,155,美洲,.05,圣基茨和尼维斯,.318,,2009/12/1,19,1.46,.009,,,,.525,.088
385,1.001,,1,.36,.258,.66,.083,,537,,,.017,92,美洲,.08,圣卢西亚,.192,77,2009/12/1,14,1.08,.014,72,,,.344,.106
,,,1,,,,,,,,,.017,,美洲,,圣马丁（法属）,,82,2009/12/1,,,,75,,,,
202,1,,1,.31,.269,.663,.068,,317,,,.017,111,美洲,.05,圣文森特和格林纳丁斯,.484,74,2009/12/1,11,1.11,.019,70,,,.41,.092
2468,1.001,,1,.31,.29,.647,.064,,457,,,.019,199,美洲,.06,苏里南,.664,73,2009/12/1,694,1.47,.023,67,,,.279,.117
48177,1,,1,.44,.208,.711,.081,,887,,,.015,210,美洲,.06,特立尼达和多巴哥,.092,73,2009/12/1,43,1.4,.021,66,,20277,.331,.119
161,,,1,,,,,,,,,,,美洲,,特克斯和凯科斯群岛,.898,,2009/12/1,,,,,,,,
5311840,1,,1,.71,.2,.672,.128,,8009,,,.014,187,美洲,.18,美国,.806,81,2009/12/1,5,.89,.006,76,,2164458,.461,.033
7891,1,,1,.42,.228,.634,.138,,803,,,.015,336,美洲,.09,乌拉圭,.942,80,2009/12/1,65,1.22,.011,73,,4134,.419,.153
185341,1,,1,.33,.298,.647,.055,,665,,,.021,864,美洲,.06,委内瑞拉,.887,77,2009/12/1,141,.98,.014,71,,69597,.604,.199
,1,,1,.27,.208,.662,.13,,,,,.012,,美洲,,维尔京群岛（美属）,.944,82,2009/12/1,,,,76,,,,
123475,.999,,1,.13,.271,.681,.047,,181,,,.025,451,非洲,.04,阿尔及利亚,.675,72,2010/12/1,25,.88,.024,69,,40105,.72,.08
30418,1,,1,.1,.478,.498,.024,,144,,,.046,282,非洲,.03,安哥拉,.401,52,2010/12/1,66,.48,.11,49,,13378,.521,.225
5189,1,,1,.03,.434,.537,.029,,30,,,.038,270,非洲,.04,贝宁,.419,60,2010/12/1,31,.74,.062,57,,3653,.659,
5233,1.001,,1,.06,.343,.623,.035,,394,,,.024,152,非洲,.06,博茨瓦纳,.562,46,2010/12/1,60,1.2,.04,47,,2263,.195,.115
1683,1,,1,.02,.46,.515,.025,,41,,,.043,270,非洲,.07,布基纳法索,.257,56,2010/12/1,14,.37,.07,54,,,.448,
308,.999,,1,.01,.439,.535,.025,,19,,,.045,211,非洲,.09,布隆迪,.106,54,2010/12/1,13,.18,.061,51,,,1.545,.124
7235,.999,,1,.04,.434,.533,.032,,57,,,.039,654,非洲,.05,喀麦隆,.515,55,2010/12/1,19,.42,.066,53,,6944,.488,
264,1,,1,.02,.406,.555,.039,,18,,,.035,504,非洲,.04,中非共和国,.388,50,2010/12/1,23,.23,.103,46,,,2.038,
469,1,,1,.02,.488,.487,.025,,29,,,.047,732,非洲,.04,乍得,.22,51,2010/12/1,64,.25,.094,49,,,.758,
139,1,,1,.05,.422,.549,.029,,27,,,.037,100,非洲,.03,科摩罗,.279,62,2010/12/1,22,.24,.063,59,,,2.179,.105
3040,1,,1,.01,.455,.517,.028,,15,,,.044,336,非洲,.07,刚果（金）,.399,51,2010/12/1,84,.19,.092,47,,23766,3.391,.565
2028,1,,1,.05,.422,.544,.034,,67,,,.039,606,非洲,.02,刚果（布）,.632,59,2010/12/1,161,.9,.042,56,,1511,.663,
5805,1,,1,.02,.418,.551,.031,,83,,,.037,270,非洲,.07,科特迪瓦,.506,50,2010/12/1,40,.82,.077,49,,9800,.442,
539,1,,1,.07,.341,.622,.037,,111,,,.028,90,非洲,.09,吉布提,.77,62,2010/12/1,37,.2,.062,59,,,.378,.103
204776,1,,1,.31,.315,.63,.055,,126,,,.024,433,非洲,.05,埃及,.43,73,2010/12/1,8,.91,.02,68,,73575,.426,.11
4679,1,,1,.06,.393,.578,.029,,757,,,.037,492,非洲,.04,赤道几内亚,.392,53,2010/12/1,135,.57,.076,50,,,.441,
513,1,,1,.01,.43,.549,.021,,12,,,.038,216,非洲,.03,厄立特里亚,.206,64,2010/12/1,84,.03,.039,59,,745,.845,
6494,1,,1,.01,.444,.523,.033,,14,,,.035,198,非洲,.05,埃塞俄比亚,.173,63,2010/12/1,15,.08,.051,60,,33250,.303,
2574,.999,,1,.07,.386,.56,.053,,322,,,.033,488,非洲,.04,加蓬,.857,63,2010/12/1,57,1.04,.043,61,,1984,.435,
473,1,,1,.09,.46,.515,.025,,27,,,.043,376,非洲,.05,冈比亚,.563,59,2010/12/1,27,.88,.052,57,,,2.921,.27
8999,1,,1,.08,.39,.575,.035,,70,,,.032,224,非洲,.05,加纳,.507,62,2010/12/1,12,.72,.055,60,,10011,.325,
1236,1,,1,.01,.428,.54,.032,,27,,,.038,416,非洲,.06,几内亚,.349,56,2010/12/1,40,.37,.071,55,,,.879,
238,1,,1,.03,.419,.551,.03,,38,,,.039,208,非洲,.07,几内亚比绍,.452,55,2010/12/1,216,.43,.085,52,,,.459,
12427,1,,1,.14,.426,.548,.026,,35,,,.037,393,非洲,.04,肯尼亚,.236,61,2010/12/1,33,.61,.052,58,,19719,.493,.144
18,1,,1,.04,.376,.581,.043,,118,,,.028,324,非洲,.11,莱索托,.248,48,2010/12/1,40,.49,.077,47,,,.196,.112
799,1,,1,.02,.433,.536,.031,,43,,,.037,141,非洲,.13,利比里亚,.478,60,2010/12/1,20,.4,.06,59,,,.429,.142
59035,1,,1,.14,.294,.66,.046,,389,,,.022,,非洲,.03,利比亚,.776,77,2010/12/1,,1.8,.014,73,,21611,,.06
2013,.999,,1,.02,.434,.537,.028,,19,,,.035,201,非洲,.05,马达加斯加,.319,65,2010/12/1,7,.37,.044,62,,,.377,.49
1239,1,,1,.02,.458,.511,.031,,30,,,.041,157,非洲,.09,马拉维,.155,54,2010/12/1,39,.21,.053,53,,,.259,.246
623,1,,1,.02,.468,.503,.029,,46,,,.048,270,非洲,.07,马里,.36,54,2010/12/1,8,.53,.083,54,,,.514,
2215,1,,1,.04,.406,.563,.031,,58,,,.035,696,非洲,.06,毛里塔尼亚,.567,63,2010/12/1,19,.77,.07,60,,,.682,.17
4118,1,,1,.28,.212,.711,.077,,427,,,.012,161,非洲,.05,毛里求斯,.406,77,2010/12/1,6,.97,.013,69,,,.272,.089
50608,1,,1,.52,.281,.669,.05,,168,,,.022,358,非洲,.06,摩洛哥,.577,72,2010/12/1,12,1.01,.029,68,,16183,.496,
2882,.999,,1,.04,.453,.514,.032,,22,,,.041,230,非洲,.06,莫桑比克,.31,50,2010/12/1,13,.3,.072,48,,9875,.375,.163
3176,1,,1,.12,.377,.589,.034,,416,,,.027,339,非洲,.08,纳米比亚,.416,65,2010/12/1,66,.9,.038,60,,1552,.223,.097
1412,1,,1,.01,.498,.476,.026,,24,,,.05,270,非洲,.07,尼日尔,.176,57,2010/12/1,17,.23,.066,57,,,.465,
78910,.999,,1,.24,.44,.532,.027,,80,,,.042,938,非洲,.06,尼日利亚,.435,52,2010/12/1,25,.55,.082,51,,115138,.322,.176
594,1,,1,.08,.447,.53,.023,,56,,,.037,148,非洲,.11,卢旺达,.24,64,2010/12/1,3,.33,.044,61,,,.31,.167
99,1,,1,.19,.416,.548,.036,,86,,,.036,424,非洲,.07,圣多美和普林西比,.619,68,2010/12/1,144,.58,.04,64,,,.333,.289
7059,1,,1,.16,.436,.533,.031,,48,,,.039,666,非洲,.05,塞内加尔,.422,64,2010/12/1,9,.64,.047,61,,3426,.455,
704,1,,1,.41,.223,.701,.076,,394,,,.017,76,非洲,.04,塞舌尔群岛,.523,78,2010/12/1,39,1.29,.012,69,,,.441,.127
689,1.001,,1,.01,.422,.553,.026,,69,,,.038,357,非洲,.15,塞拉利昂,.382,45,2010/12/1,12,.35,.114,45,,,2.352,.213
609,1,,1,,.477,.495,.028,,,,,.045,,非洲,,索马里,.373,56,2010/12/1,,.07,.097,52,,,,
460124,1,,1,.24,.297,.651,.052,,615,,,.022,200,非洲,.09,南非,.622,56,2010/12/1,22,.98,.035,53,,142291,.3,.098
,1,,1,,.428,.538,.034,,32,,,.037,,非洲,.02,南苏丹,.179,54,2010/12/1,,,.071,52,,,,
14173,1,,1,.17,.421,.548,.031,,119,,,.035,180,非洲,.07,苏丹,.331,63,2010/12/1,36,.42,.055,60,,16605,.361,
1023,.999,,1,.11,.388,.578,.033,,261,,,.031,104,非洲,.08,斯威士兰,.215,48,2010/12/1,56,.61,.063,49,,,.365,.098
6846,.999,,1,.03,.448,.52,.031,,37,,,.041,172,非洲,.07,坦桑尼亚,.281,60,2010/12/1,26,.47,.041,58,,20043,.444,.145
1540,1,,1,.03,.421,.552,.027,,37,,,.037,270,非洲,.08,多哥,.375,56,2010/12/1,84,.41,.061,55,,2692,.503,
25878,1,,1,.37,.235,.696,.069,,282,,,.019,144,非洲,.07,突尼斯,.659,77,2010/12/1,11,1.05,.015,73,,9674,.623,
3784,1,,1,.13,.489,.487,.024,,43,,,.045,161,非洲,.09,乌干达,.145,58,2010/12/1,24,.38,.051,56,,,.35,.202
2428,1,,1,.1,.469,.504,.027,,75,,,.043,183,非洲,.06,赞比亚,.387,56,2010/12/1,18,.41,.064,53,,8054,.143,.209
9428,1,,1,.12,.412,.548,.04,,,,,.032,242,非洲,,津巴布韦,.332,54,2010/12/1,90,.59,.059,53,,9000,.391,
8236,1,,1,.04,.486,.492,.022,,43,,,.038,275,亚洲,.09,阿富汗,.247,61,2010/12/1,7,.46,.075,58,,,.363,.157
4221,.999,,1,.25,.205,.689,.105,,143,,,.014,581,亚洲,.05,亚美尼亚,.636,78,2010/12/1,14,1.3,.016,71,,2483,.386,.192
45731,1,,1,.46,.227,.714,.059,,310,,,.018,306,亚洲,.05,阿塞拜疆,.534,74,2010/12/1,8,1,.034,67,,11586,.409,.207
56153,1,,1,.04,.317,.637,.046,,24,,,.021,302,亚洲,.04,孟加拉国,.305,70,2010/12/1,19,.45,.039,69,,30756,.35,.13
477,1,,1,.14,.298,.657,.045,,90,,,.021,274,亚洲,.04,不丹,.348,67,2010/12/1,46,.55,.034,67,,,.408,.14
9160,1,,1,.53,.266,.697,.037,,844,,,.017,144,亚洲,.03,文莱,.755,80,2010/12/1,105,1.09,.008,76,,3240,.173,.055
4180,.999,,1,.01,.318,.631,.05,,46,,,.026,173,亚洲,.06,柬埔寨,.198,73,2010/12/1,102,.57,.037,68,,5024,.214,
8286892,1,,1,.34,.181,.735,.084,,216,,,.012,358,亚洲,.05,中国,.492,76,2010/12/1,38,.63,.014,74,,2516731,.635,.058
6241,1,,1,.27,.173,.685,.142,,267,,,.014,387,亚洲,.1,格鲁吉亚,.529,77,2010/12/1,3,.91,.015,70,,3122,.153,.158
36289,1,,1,.72,.121,.75,.129,,,,,.013,80,亚洲,,中国香港特别行政区,1,86,2010/12/1,6,1.96,,80,,13838,.23,.05
2008823,1.001,,1,.08,.302,.648,.051,,52,,,.021,258,亚洲,.04,印度,.309,67,2010/12/1,29,.62,.046,64,,723743,.649,.083
433989,1,,1,.11,.298,.652,.05,,86,,,.02,266,亚洲,.03,印度尼西亚,.499,72,2010/12/1,50,.88,.027,68,,211296,.322,.133
1170715,1.001,,1,.78,.133,.638,.23,,4115,,,.009,355,亚洲,.1,日本,.905,86,2010/12/1,22,.97,.002,80,,499092,.476,.016
248729,1,,1,.32,.249,.684,.067,,398,,,.023,271,亚洲,.04,哈萨克斯坦,.537,73,2010/12/1,19,1.22,.019,64,,74443,.286,
71624,1.001,,1,,.227,.686,.088,,,,,.014,,亚洲,,朝鲜,.602,72,2010/12/1,,.02,.025,66,,18794,,
567567,1,,1,.84,.162,.727,.111,,1498,,,.009,250,亚洲,.07,韩国,.819,84,2010/12/1,14,1.05,.004,77,,249964,.288,.055
6399,.999,,1,.18,.3,.655,.044,,60,,,.027,202,亚洲,.07,吉尔吉斯斯坦,.353,74,2010/12/1,10,.99,.027,65,,2805,.306,.315
1874,1,,1,.07,.368,.595,.037,,29,,,.028,362,亚洲,.03,老挝,.331,68,2010/12/1,93,.63,.059,66,,,.323,.226
1030,1,,1,.55,.127,.801,.072,,,,,.009,,亚洲,,中国澳门特别行政区,1,82,2010/12/1,,2.1,,77,,,,.053
216804,1,,1,.56,.277,.675,.048,,345,,,.018,145,亚洲,.04,马来西亚,.709,77,2010/12/1,17,1.2,.007,72,,72645,.337,.05
1074,1,,1,.27,.3,.65,.05,,379,,,.022,,亚洲,.06,马尔代夫,.4,78,2010/12/1,9,1.52,.011,76,,,.093,.104
11511,1,,1,.1,.27,.692,.038,,143,,,.023,192,亚洲,.06,蒙古,.676,71,2010/12/1,13,.93,.029,63,,3454,.243,.201
8995,1,,1,0,.261,.688,.051,,15,,,.018,,亚洲,.02,缅甸,.314,67,2010/12/1,,.01,.044,63,,13997,,.17
3755,1,,1,.08,.371,.58,.049,,36,,,.023,338,亚洲,.06,尼泊尔,.168,68,2010/12/1,31,.34,.036,66,,10218,.317,.08
161396,.999,,1,.08,.354,.602,.043,,30,,,.027,560,亚洲,.03,巴基斯坦,.366,67,2010/12/1,21,.57,.073,65,,84311,.309,.14
81591,1,,1,.25,.353,.61,.037,,90,,,.025,195,亚洲,.04,菲律宾,.453,72,2010/12/1,37,.89,.025,65,,40512,.438,.077
13520,.999,,1,.71,.173,.736,.09,,1893,,,.009,84,亚洲,.04,新加坡,1,84,2010/12/1,3,1.45,.002,79,,34280,.254,.054
12710,1,,1,.12,.251,.671,.078,,82,,,.018,256,亚洲,.03,斯里兰卡,.183,77,2010/12/1,37,.84,.009,71,,9844,.966,.102
2860,1,,1,.12,.359,.608,.033,,44,,,.033,224,亚洲,.06,塔吉克斯坦,.265,70,2010/12/1,27,.78,.045,64,,2370,.84,.242
295282,1,,1,.22,.193,.718,.089,,183,,,.011,264,亚洲,.04,泰国,.441,77,2010/12/1,32,1.08,.013,71,,117429,.369,.059
183,1,,1,0,.473,.496,.031,,46,,,.036,276,亚洲,.06,东帝汶,.295,68,2010/12/1,110,.44,.052,64,,,.11,.11
53054,.999,,1,.03,.292,.666,.041,,95,,,.022,,亚洲,.02,土库曼斯坦,.484,69,2010/12/1,,.63,.051,61,,22675,,
104443,1,,1,.2,.298,.658,.044,,75,,,.023,205,亚洲,.05,乌兹别克斯坦,.362,71,2010/12/1,15,.76,.04,65,,43747,.956,
150230,1,,1,.31,.235,.7,.065,,83,,,.016,941,亚洲,.07,越南,.304,80,2010/12/1,38,1.25,.021,71,,58912,.329,.131
4283,1,,1,.45,.228,.671,.101,,207,,,.013,360,欧洲,.06,阿尔巴尼亚,.522,80,2010/12/1,6,.86,.015,74,,2059,.331,.128
517,,,1,.81,,,,,2958,,,.01,,欧洲,.07,安道尔,.878,,2010/12/1,,.84,.002,,,,,
66897,1,,1,.75,.148,.674,.178,,5272,,,.009,170,欧洲,.12,奥地利,.659,83,2010/12/1,25,1.46,.004,78,,34228,.532,
62222,.999,,1,.32,.148,.712,.139,,323,,,.011,798,欧洲,.06,白俄罗斯,.746,77,2010/12/1,10,1.09,.005,65,,27686,.805,.092
108947,1.001,,1,.75,.168,.661,.172,,4570,,,.012,156,欧洲,.11,比利时,.976,83,2010/12/1,4,1.11,.004,78,,60892,.567,
31125,1,,1,.52,.174,.675,.151,,427,,,.009,422,欧洲,.1,波斯尼亚和黑塞哥维那,.392,78,2010/12/1,64,.81,.007,73,,6451,.222,.079
44679,.999,,1,.46,.133,.683,.183,,480,,,.01,616,欧洲,.08,保加利亚,.723,77,2010/12/1,18,1.38,.011,70,,17897,.28,.111
20884,1,,1,.57,.153,.672,.175,,1051,,,.01,196,欧洲,.08,克罗地亚,.575,80,2010/12/1,9,1.14,.005,74,,8564,.221,.104
7708,1.001,,1,.53,.178,.707,.116,,2012,,,.012,149,欧洲,.07,塞浦路斯,.676,81,2010/12/1,8,.94,.003,77,,2443,.223,
111752,1,,1,.69,.142,.704,.154,,1404,,,.011,557,欧洲,.07,捷克共和国,.733,81,2010/12/1,20,1.23,.003,74,,44043,.48,.059
46303,1.001,,1,.89,.18,.654,.167,,6266,,,.011,135,欧洲,.11,丹麦,.868,81,2010/12/1,6,1.16,.003,77,,19307,.281,
18339,1,,1,.74,.154,.671,.175,,894,,,.012,81,欧洲,.06,爱沙尼亚,.681,81,2010/12/1,7,1.27,.004,71,,5568,.486,.078
711,,,1,.75,,,,,,,,,,欧洲,,法罗群岛,.409,84,2010/12/1,,1.2,,79,,,,
61844,1,,1,.87,.165,.664,.171,,3978,,,.011,243,欧洲,.09,芬兰,.836,83,2010/12/1,14,1.56,.003,77,,36429,.408,
361273,1,,1,.77,.184,.648,.168,,4634,,,.013,132,欧洲,.12,法国,.783,85,2010/12/1,7,.91,.004,78,,261157,.648,
745384,1,,1,.82,.134,.658,.208,,4668,,,.008,215,欧洲,.12,德国,.743,83,2010/12/1,15,1.07,.004,78,,329769,.47,
86717,1,,1,.44,.145,.665,.19,,2442,,,.01,224,欧洲,.09,希腊,.763,83,2010/12/1,19,1.11,.004,78,,27615,.467,
50583,.999,,1,.65,.146,.686,.167,,1026,,,.009,277,欧洲,.08,匈牙利,.689,78,2010/12/1,4,1.2,.006,71,,25667,.546,.076
1962,.999,,1,.93,.209,.669,.121,,3730,,,.015,140,欧洲,.09,冰岛,.936,84,2010/12/1,5,1.07,.002,80,,5369,.261,.103
40000,.999,,1,.7,.213,.673,.113,,4320,,,.017,76,欧洲,.09,爱尔兰,.618,83,2010/12/1,13,1.05,.004,79,,14219,.253,
,,,1,,,,,,,,,,,欧洲,,马恩岛,.52,,2010/12/1,,,,,,,,
406307,1,,1,.54,.14,.657,.203,,3205,,,.009,285,欧洲,.09,意大利,.683,85,2010/12/1,6,1.55,.003,80,,170239,.677,.04
,1.001,,1,,.275,.659,.067,,,,,.019,163,欧洲,,科索沃,,72,2010/12/1,58,,,68,,2496,.165,.143
7616,1.001,,1,.68,.142,.675,.184,,742,,,.009,293,欧洲,.07,拉脱维亚,.677,78,2010/12/1,16,1.1,.008,69,,4644,.376,.096
,,,1,.8,,,,,,,,.009,,欧洲,,列支敦士登,.145,84,2010/12/1,,.98,,80,,,,
13561,1,,1,.62,.152,.693,.155,,782,,,.012,175,欧洲,.07,立陶宛,.668,79,2010/12/1,22,1.59,.006,68,,7052,.451,.06
10829,1,,1,.91,.176,.684,.14,,7592,,,.012,59,欧洲,.07,卢森堡,.885,84,2010/12/1,19,1.43,.002,78,,4220,.2,
10873,1,,1,.52,.174,.709,.117,,309,,,.011,119,欧洲,.07,马其顿（前南斯拉夫）,.57,77,2010/12/1,3,1.02,.009,73,,2883,.083,.095
2589,1,,1,.63,.156,.699,.145,,1707,,,.009,,欧洲,.09,马耳他,.947,84,2010/12/1,,1.07,.006,79,,848,,.046
4855,1.001,,1,.32,.167,.722,.112,,190,,,.012,228,欧洲,.12,摩尔多瓦,.449,72,2010/12/1,10,.71,.015,65,,3426,.304,.164
,,,1,.75,,,,,6431,,,,,欧洲,.04,摩纳哥,1,,2010/12/1,,.64,.003,,,,,
2582,1.001,,1,.38,.195,.681,.125,,476,,,.012,372,欧洲,.07,蒙特内格罗,.631,77,2010/12/1,10,1.89,.006,72,,1174,.254,.095
182078,1,,1,.91,.175,.671,.154,,5676,,,.011,134,欧洲,.12,荷兰,.871,83,2010/12/1,8,1.15,.004,79,,83426,.394,.018
57187,1,,1,.93,.188,.662,.15,,8694,,,.013,87,欧洲,.1,挪威,.791,83,2010/12/1,7,1.15,.003,79,,32338,.407,
317254,1,,1,.62,.15,.715,.135,,860,,,.011,325,欧洲,.07,波兰,.609,81,2010/12/1,32,1.23,.005,72,,101539,.401,
52361,.999,,1,.53,.151,.668,.18,,2324,,,.01,298,欧洲,.11,葡萄牙,.606,82,2010/12/1,5,1.15,.003,76,,23541,.426,
78745,.999,,1,.4,.15,.701,.148,,457,,,.011,222,欧洲,.06,罗马尼亚,.538,77,2010/12/1,9,1.11,.012,70,,35031,.435,.141
1740776,1,,1,.43,.149,.72,.131,,669,,,.013,320,欧洲,.06,俄罗斯,.737,75,2010/12/1,29,1.66,.01,63,,702292,.465,.108
,,,1,,,,,,3319,,,.011,,欧洲,.05,圣马力诺,.941,86,2010/12/1,,.99,.003,80,,,,.054
45962,1,,1,.41,.169,.694,.137,,546,,,.009,279,欧洲,.11,塞尔维亚,.552,77,2010/12/1,13,1.25,.007,71,,15536,.34,.173
36094,1,,1,.76,.151,.726,.123,,1446,,,.011,257,欧洲,.09,斯洛伐克,.547,79,2010/12/1,18,1.09,.007,72,,17828,.474,
15328,1,,1,.7,.14,.693,.167,,2044,,,.011,260,欧洲,.09,斯洛文尼亚,.5,83,2010/12/1,6,1.03,.003,76,,7230,.346,
269675,1,,1,.66,.149,.68,.171,,2902,,,.01,197,欧洲,.1,西班牙,.784,85,2010/12/1,47,1.11,.004,79,,127749,.568,
52515,1,,1,.9,.165,.653,.182,,4694,,,.012,122,欧洲,.1,瑞典,.851,84,2010/12/1,16,1.17,.003,80,,51315,.52,
38757,1,,1,.84,.151,.68,.169,,7697,,,.01,63,欧洲,.11,瑞士,.737,85,2010/12/1,18,1.23,.004,80,,26199,.288,.027
298002,1,,1,.4,.267,.662,.071,,680,,,.018,226,欧洲,.07,土耳其,.707,78,2010/12/1,6,.86,.02,71,,105133,.433,
304805,1,,1,.23,.139,.703,.158,,231,,,.011,657,欧洲,.08,乌克兰,.687,76,2010/12/1,27,1.17,.01,65,,132308,.555,.159
493505,1.001,,1,.85,.176,.659,.166,,3489,,,.013,110,欧洲,.1,英国,.813,82,2010/12/1,12,1.24,.004,79,,201829,.361,.005
24202,1,,1,.55,.199,.781,.02,,747,,,.016,36,中东,.04,巴林,.885,77,2010/12/1,9,1.25,.007,76,,9472,.135,.072
571612,1,,1,.15,.236,.712,.052,,416,,,.019,344,中东,.07,伊朗,.706,75,2010/12/1,11,.73,.016,71,,210678,.441,.12
114667,1,,1,.03,.412,.554,.034,,141,,,.032,312,中东,.03,伊拉克,.69,73,2010/12/1,32,.75,.03,65,,37845,.278,.133
70656,.999,,1,.68,.272,.623,.104,,2165,,,.022,235,中东,.08,以色列,.918,84,2010/12/1,20,1.23,.004,80,,23195,.311,.05
20821,1,,1,.27,.351,.615,.034,,361,,,.029,136,中东,.09,约旦,.825,75,2010/12/1,12,1.03,.018,72,,7105,.312,.09
93696,.999,,1,.61,.252,.726,.021,,1116,,,.021,98,中东,.03,科威特,.983,75,2010/12/1,35,1.33,.009,73,,32586,.107,.049
20403,.999,,1,.44,.237,.678,.084,,620,,,.013,180,中东,.07,黎巴嫩,.872,81,2010/12/1,9,.66,.009,77,,6382,.302,.083
57202,1,,1,.36,.274,.701,.025,,582,,,.022,62,中东,.03,阿曼,.752,78,2010/12/1,12,1.64,.01,74,,23158,.216,.068
70531,1,,1,.69,.137,.852,.011,,1496,,,.012,36,中东,.02,卡塔尔,.987,79,2010/12/1,10,1.25,.008,77,,28973,.113,.073
464481,1,,1,.41,.307,.663,.03,,663,,,.021,79,中东,.04,沙特阿拉伯,.821,77,2010/12/1,21,1.89,.015,73,,192004,.145,
61859,.999,,1,.21,.357,.605,.037,,97,,,.025,336,中东,.03,叙利亚,.557,78,2010/12/1,13,.54,.013,72,,21649,.397,.099
167597,1,,1,.68,.139,.858,.003,,1283,,,.016,12,中东,.03,阿拉伯联合酋长国,.841,78,2010/12/1,15,1.29,.008,76,,63099,.141,
21852,1,,1,.12,.42,.553,.027,,66,,,.032,248,中东,.05,也门,.317,64,2010/12/1,12,.49,.046,61,,8360,.478,.238
,,,1,,,,,,,,,.019,,大洋洲,,美属萨摩亚,.876,,2010/12/1,,,,,,,,
373081,.999,,1,.76,.189,.676,.134,,5138,,,.014,109,大洋洲,.09,澳大利亚,.887,84,2010/12/1,3,1,.004,80,,122512,.475,.073
1291,.999,,1,.2,.29,.661,.048,,154,,,.022,163,大洋洲,.04,斐济,.518,72,2010/12/1,46,.81,.02,66,,,.393,.075
884,1.001,,1,.49,.238,.695,.068,,,,,.017,,大洋洲,,法属波利尼西亚,.565,78,2010/12/1,,.81,,73,,,,
,1,,1,.54,.275,.652,.073,,,,,.018,,大洋洲,,关岛,.941,81,2010/12/1,,,,75,,,,
62,1.001,,1,.09,.336,.626,.039,,162,,,.023,120,大洋洲,.11,基里巴斯,.438,71,2010/12/1,31,.11,.048,65,,,.318,
103,,,1,.07,,,,,542,,,,128,大洋洲,.16,马绍尔群岛,.713,,2010/12/1,17,,.032,,,,.648,
103,1,,1,.2,.369,.593,.038,,393,,,.024,128,大洋洲,.14,密克罗尼西亚联邦,.223,69,2010/12/1,16,.27,.033,68,,,.587,.151
